timestamp,ride_id,day_of_week,hour_of_day,is_weekend,weather,queue_length,wait_time_min
2025-01-02 16:00:00,R_001,3,16,0,Sunny,680,37
2025-01-02 16:00:00,R_002,3,16,0,Sunny,146,14
2025-01-02 16:00:00,R_003,3,16,0,Sunny,202,28
2025-01-02 16:00:00,R_004,3,16,0,Sunny,421,36
2025-01-02 17:00:00,R_001,3,17,0,Sunny,759,37
2025-01-02 17:00:00,R_002,3,17,0,Sunny,206,19
2025-01-02 17:00:00,R_003,3,17,0,Sunny,181,22
2025-01-02 17:00:00,R_004,3,17,0,Sunny,384,33
2025-01-02 18:00:00,R_001,3,18,0,Sunny,725,36
2025-01-02 18:00:00,R_002,3,18,0,Sunny,141,15
2025-01-02 18:00:00,R_003,3,18,0,Sunny,166,22
2025-01-02 18:00:00,R_004,3,18,0,Sunny,381,33
2025-01-02 19:00:00,R_001,3,19,0,Sunny,697,32
2025-01-02 19:00:00,R_002,3,19,0,Sunny,158,17
2025-01-02 19:00:00,R_003,3,19,0,Sunny,152,18
2025-01-02 19:00:00,R_004,3,19,0,Sunny,277,24
2025-01-03 10:00:00,R_001,4,10,0,Sunny,515,26
2025-01-03 10:00:00,R_002,4,10,0,Sunny,71,7
2025-01-03 10:00:00,R_003,4,10,0,Sunny,133,18
2025-01-03 10:00:00,R_004,4,10,0,Sunny,268,22
2025-01-03 11:00:00,R_001,4,11,0,Sunny,893,42
2025-01-03 11:00:00,R_002,4,11,0,Sunny,200,20
2025-01-03 11:00:00,R_003,4,11,0,Sunny,186,23
2025-01-03 11:00:00,R_004,4,11,0,Sunny,407,35
2025-01-03 12:00:00,R_001,4,12,0,Sunny,820,39
2025-01-03 12:00:00,R_002,4,12,0,Sunny,159,15
2025-01-03 12:00:00,R_003,4,12,0,Sunny,171,23
2025-01-03 12:00:00,R_004,4,12,0,Sunny,438,37
2025-01-03 13:00:00,R_001,4,13,0,Sunny,795,37
2025-01-03 13:00:00,R_002,4,13,0,Sunny,168,17
2025-01-03 13:00:00,R_003,4,13,0,Sunny,147,18
2025-01-03 13:00:00,R_004,4,13,0,Sunny,326,29
2025-01-03 14:00:00,R_001,4,14,0,Sunny,971,47
2025-01-03 14:00:00,R_002,4,14,0,Sunny,198,22
2025-01-03 14:00:00,R_003,4,14,0,Sunny,226,26
2025-01-03 14:00:00,R_004,4,14,0,Sunny,367,32
2025-01-03 15:00:00,R_001,4,15,0,Sunny,968,47
2025-01-03 15:00:00,R_002,4,15,0,Sunny,196,18
2025-01-03 15:00:00,R_003,4,15,0,Sunny,181,22
2025-01-03 15:00:00,R_004,4,15,0,Sunny,459,37
2025-01-03 16:00:00,R_001,4,16,0,Sunny,840,41
2025-01-03 16:00:00,R_002,4,16,0,Sunny,229,23
2025-01-03 16:00:00,R_003,4,16,0,Sunny,205,24
2025-01-03 16:00:00,R_004,4,16,0,Sunny,384,34
2025-01-03 17:00:00,R_001,4,17,0,Sunny,722,39
2025-01-03 17:00:00,R_002,4,17,0,Sunny,239,23
2025-01-03 17:00:00,R_003,4,17,0,Sunny,156,19
2025-01-03 17:00:00,R_004,4,17,0,Sunny,369,29
2025-01-03 18:00:00,R_001,4,18,0,Sunny,793,37
2025-01-03 18:00:00,R_002,4,18,0,Sunny,215,22
2025-01-03 18:00:00,R_003,4,18,0,Sunny,230,28
2025-01-03 18:00:00,R_004,4,18,0,Sunny,317,25
2025-01-03 19:00:00,R_001,4,19,0,Sunny,528,28
2025-01-03 19:00:00,R_002,4,19,0,Sunny,76,7
2025-01-03 19:00:00,R_003,4,19,0,Sunny,163,21
2025-01-03 19:00:00,R_004,4,19,0,Sunny,390,31
2025-01-04 10:00:00,R_001,5,10,1,Sunny,1150,55
2025-01-04 10:00:00,R_002,5,10,1,Sunny,175,19
2025-01-04 10:00:00,R_003,5,10,1,Sunny,263,36
2025-01-04 10:00:00,R_004,5,10,1,Sunny,428,38
2025-01-04 11:00:00,R_001,5,11,1,Sunny,1153,59
2025-01-04 11:00:00,R_002,5,11,1,Sunny,168,16
2025-01-04 11:00:00,R_003,5,11,1,Sunny,241,28
2025-01-04 11:00:00,R_004,5,11,1,Sunny,548,49
2025-01-04 12:00:00,R_001,5,12,1,Sunny,981,50
2025-01-04 12:00:00,R_002,5,12,1,Sunny,190,18
2025-01-04 12:00:00,R_003,5,12,1,Sunny,342,41
2025-01-04 12:00:00,R_004,5,12,1,Sunny,454,42
2025-01-04 13:00:00,R_001,5,13,1,Sunny,1124,59
2025-01-04 13:00:00,R_002,5,13,1,Sunny,210,20
2025-01-04 13:00:00,R_003,5,13,1,Sunny,331,42
2025-01-04 13:00:00,R_004,5,13,1,Sunny,617,47
2025-01-04 14:00:00,R_001,5,14,1,Sunny,1275,58
2025-01-04 14:00:00,R_002,5,14,1,Sunny,310,33
2025-01-04 14:00:00,R_003,5,14,1,Sunny,360,45
2025-01-04 14:00:00,R_004,5,14,1,Sunny,535,45
2025-01-04 15:00:00,R_001,5,15,1,Sunny,975,53
2025-01-04 15:00:00,R_002,5,15,1,Sunny,245,26
2025-01-04 15:00:00,R_003,5,15,1,Sunny,293,39
2025-01-04 15:00:00,R_004,5,15,1,Sunny,542,49
2025-01-04 16:00:00,R_001,5,16,1,Sunny,1221,60
2025-01-04 16:00:00,R_002,5,16,1,Sunny,234,24
2025-01-04 16:00:00,R_003,5,16,1,Sunny,261,34
2025-01-04 16:00:00,R_004,5,16,1,Sunny,601,46
2025-01-04 17:00:00,R_001,5,17,1,Sunny,1132,58
2025-01-04 17:00:00,R_002,5,17,1,Sunny,291,29
2025-01-04 17:00:00,R_003,5,17,1,Sunny,231,30
2025-01-04 17:00:00,R_004,5,17,1,Sunny,520,40
2025-01-04 18:00:00,R_001,5,18,1,Sunny,981,48
2025-01-04 18:00:00,R_002,5,18,1,Sunny,149,16
2025-01-04 18:00:00,R_003,5,18,1,Sunny,306,35
2025-01-04 18:00:00,R_004,5,18,1,Sunny,484,43
2025-01-04 19:00:00,R_001,5,19,1,Sunny,802,41
2025-01-04 19:00:00,R_002,5,19,1,Sunny,155,15
2025-01-04 19:00:00,R_003,5,19,1,Sunny,161,21
2025-01-04 19:00:00,R_004,5,19,1,Sunny,390,34
2025-01-05 10:00:00,R_001,6,10,1,Sunny,1099,54
2025-01-05 10:00:00,R_002,6,10,1,Sunny,236,26
2025-01-05 10:00:00,R_003,6,10,1,Sunny,233,29
2025-01-05 10:00:00,R_004,6,10,1,Sunny,480,38
2025-01-05 11:00:00,R_001,6,11,1,Sunny,1013,47
2025-01-05 11:00:00,R_002,6,11,1,Sunny,195,20
2025-01-05 11:00:00,R_003,6,11,1,Sunny,237,30
2025-01-05 11:00:00,R_004,6,11,1,Sunny,636,49
2025-01-05 12:00:00,R_001,6,12,1,Sunny,998,50
2025-01-05 12:00:00,R_002,6,12,1,Sunny,209,23
2025-01-05 12:00:00,R_003,6,12,1,Sunny,294,39
2025-01-05 12:00:00,R_004,6,12,1,Sunny,451,41
2025-01-05 13:00:00,R_001,6,13,1,Sunny,1211,58
2025-01-05 13:00:00,R_002,6,13,1,Sunny,252,23
2025-01-05 13:00:00,R_003,6,13,1,Sunny,259,31
2025-01-05 13:00:00,R_004,6,13,1,Sunny,563,49
2025-01-05 14:00:00,R_001,6,14,1,Sunny,1342,62
2025-01-05 14:00:00,R_002,6,14,1,Sunny,315,30
2025-01-05 14:00:00,R_003,6,14,1,Sunny,393,45
2025-01-05 14:00:00,R_004,6,14,1,Sunny,675,58
2025-01-05 15:00:00,R_001,6,15,1,Sunny,1190,58
2025-01-05 15:00:00,R_002,6,15,1,Sunny,243,24
2025-01-05 15:00:00,R_003,6,15,1,Sunny,309,42
2025-01-05 15:00:00,R_004,6,15,1,Sunny,561,48
2025-01-05 16:00:00,R_001,6,16,1,Sunny,1080,50
2025-01-05 16:00:00,R_002,6,16,1,Sunny,210,20
2025-01-05 16:00:00,R_003,6,16,1,Sunny,346,40
2025-01-05 16:00:00,R_004,6,16,1,Sunny,548,43
2025-01-05 17:00:00,R_001,6,17,1,Sunny,1032,53
2025-01-05 17:00:00,R_002,6,17,1,Sunny,261,27
2025-01-05 17:00:00,R_003,6,17,1,Sunny,216,26
2025-01-05 17:00:00,R_004,6,17,1,Sunny,458,42
2025-01-05 18:00:00,R_001,6,18,1,Sunny,1013,51
2025-01-05 18:00:00,R_002,6,18,1,Sunny,145,16
2025-01-05 18:00:00,R_003,6,18,1,Sunny,298,34
2025-01-05 18:00:00,R_004,6,18,1,Sunny,356,31
2025-01-05 19:00:00,R_001,6,19,1,Sunny,935,46
2025-01-05 19:00:00,R_002,6,19,1,Sunny,230,23
2025-01-05 19:00:00,R_003,6,19,1,Sunny,187,23
2025-01-05 19:00:00,R_004,6,19,1,Sunny,350,32
2025-01-06 10:00:00,R_001,0,10,0,Cloudy,601,30
2025-01-06 10:00:00,R_002,0,10,0,Cloudy,200,19
2025-01-06 10:00:00,R_003,0,10,0,Cloudy,177,21
2025-01-06 10:00:00,R_004,0,10,0,Cloudy,272,25
2025-01-06 11:00:00,R_001,0,11,0,Cloudy,786,37
2025-01-06 11:00:00,R_002,0,11,0,Cloudy,177,17
2025-01-06 11:00:00,R_003,0,11,0,Cloudy,163,21
2025-01-06 11:00:00,R_004,0,11,0,Cloudy,370,32
2025-01-06 12:00:00,R_001,0,12,0,Cloudy,790,42
2025-01-06 12:00:00,R_002,0,12,0,Cloudy,109,11
2025-01-06 12:00:00,R_003,0,12,0,Cloudy,167,22
2025-01-06 12:00:00,R_004,0,12,0,Cloudy,368,30
2025-01-06 13:00:00,R_001,0,13,0,Cloudy,688,36
2025-01-06 13:00:00,R_002,0,13,0,Cloudy,233,23
2025-01-06 13:00:00,R_003,0,13,0,Cloudy,166,22
2025-01-06 13:00:00,R_004,0,13,0,Cloudy,345,29
2025-01-06 14:00:00,R_001,0,14,0,Cloudy,840,45
2025-01-06 14:00:00,R_002,0,14,0,Cloudy,172,18
2025-01-06 14:00:00,R_003,0,14,0,Cloudy,196,26
2025-01-06 14:00:00,R_004,0,14,0,Cloudy,330,28
2025-01-06 15:00:00,R_001,0,15,0,Cloudy,737,39
2025-01-06 15:00:00,R_002,0,15,0,Cloudy,192,19
2025-01-06 15:00:00,R_003,0,15,0,Cloudy,228,27
2025-01-06 15:00:00,R_004,0,15,0,Cloudy,481,37
2025-01-06 16:00:00,R_001,0,16,0,Cloudy,509,27
2025-01-06 16:00:00,R_002,0,16,0,Cloudy,150,14
2025-01-06 16:00:00,R_003,0,16,0,Cloudy,139,18
2025-01-06 16:00:00,R_004,0,16,0,Cloudy,287,25
2025-01-06 17:00:00,R_001,0,17,0,Cloudy,657,30
2025-01-06 17:00:00,R_002,0,17,0,Cloudy,197,20
2025-01-06 17:00:00,R_003,0,17,0,Cloudy,220,28
2025-01-06 17:00:00,R_004,0,17,0,Cloudy,371,34
2025-01-06 18:00:00,R_001,0,18,0,Cloudy,481,25
2025-01-06 18:00:00,R_002,0,18,0,Cloudy,138,13
2025-01-06 18:00:00,R_003,0,18,0,Cloudy,85,11
2025-01-06 18:00:00,R_004,0,18,0,Cloudy,342,30
2025-01-06 19:00:00,R_001,0,19,0,Cloudy,404,20
2025-01-06 19:00:00,R_002,0,19,0,Cloudy,102,10
2025-01-06 19:00:00,R_003,0,19,0,Cloudy,148,17
2025-01-06 19:00:00,R_004,0,19,0,Cloudy,361,29
2025-01-07 10:00:00,R_001,1,10,0,Sunny,722,33
2025-01-07 10:00:00,R_002,1,10,0,Sunny,182,17
2025-01-07 10:00:00,R_003,1,10,0,Sunny,99,13
2025-01-07 10:00:00,R_004,1,10,0,Sunny,332,30
2025-01-07 11:00:00,R_001,1,11,0,Sunny,761,39
2025-01-07 11:00:00,R_002,1,11,0,Sunny,90,10
2025-01-07 11:00:00,R_003,1,11,0,Sunny,155,19
2025-01-07 11:00:00,R_004,1,11,0,Sunny,264,21
2025-01-07 12:00:00,R_001,1,12,0,Sunny,707,39
2025-01-07 12:00:00,R_002,1,12,0,Sunny,141,15
2025-01-07 12:00:00,R_003,1,12,0,Sunny,175,24
2025-01-07 12:00:00,R_004,1,12,0,Sunny,283,24
2025-01-07 13:00:00,R_001,1,13,0,Sunny,659,33
2025-01-07 13:00:00,R_002,1,13,0,Sunny,169,16
2025-01-07 13:00:00,R_003,1,13,0,Sunny,187,23
2025-01-07 13:00:00,R_004,1,13,0,Sunny,316,26
2025-01-07 14:00:00,R_001,1,14,0,Sunny,813,41
2025-01-07 14:00:00,R_002,1,14,0,Sunny,128,13
2025-01-07 14:00:00,R_003,1,14,0,Sunny,241,28
2025-01-07 14:00:00,R_004,1,14,0,Sunny,456,37
2025-01-07 15:00:00,R_001,1,15,0,Sunny,929,45
2025-01-07 15:00:00,R_002,1,15,0,Sunny,222,24
2025-01-07 15:00:00,R_003,1,15,0,Sunny,205,28
2025-01-07 15:00:00,R_004,1,15,0,Sunny,389,34
2025-01-07 16:00:00,R_001,1,16,0,Sunny,681,37
2025-01-07 16:00:00,R_002,1,16,0,Sunny,177,18
2025-01-07 16:00:00,R_003,1,16,0,Sunny,244,29
2025-01-07 16:00:00,R_004,1,16,0,Sunny,423,37
2025-01-07 17:00:00,R_001,1,17,0,Sunny,667,31
2025-01-07 17:00:00,R_002,1,17,0,Sunny,132,13
2025-01-07 17:00:00,R_003,1,17,0,Sunny,142,17
2025-01-07 17:00:00,R_004,1,17,0,Sunny,339,30
2025-01-07 18:00:00,R_001,1,18,0,Sunny,723,33
2025-01-07 18:00:00,R_002,1,18,0,Sunny,157,15
2025-01-07 18:00:00,R_003,1,18,0,Sunny,107,14
2025-01-07 18:00:00,R_004,1,18,0,Sunny,413,32
2025-01-07 19:00:00,R_001,1,19,0,Sunny,699,34
2025-01-07 19:00:00,R_002,1,19,0,Sunny,166,17
2025-01-07 19:00:00,R_003,1,19,0,Sunny,159,20
2025-01-07 19:00:00,R_004,1,19,0,Sunny,334,30
2025-01-08 10:00:00,R_001,2,10,0,Sunny,467,25
2025-01-08 10:00:00,R_002,2,10,0,Sunny,137,14
2025-01-08 10:00:00,R_003,2,10,0,Sunny,199,27
2025-01-08 10:00:00,R_004,2,10,0,Sunny,301,26
2025-01-08 11:00:00,R_001,2,11,0,Sunny,653,32
2025-01-08 11:00:00,R_002,2,11,0,Sunny,215,22
2025-01-08 11:00:00,R_003,2,11,0,Sunny,158,20
2025-01-08 11:00:00,R_004,2,11,0,Sunny,398,36
2025-01-08 12:00:00,R_001,2,12,0,Sunny,601,33
2025-01-08 12:00:00,R_002,2,12,0,Sunny,238,24
2025-01-08 12:00:00,R_003,2,12,0,Sunny,214,28
2025-01-08 12:00:00,R_004,2,12,0,Sunny,301,25
2025-01-08 13:00:00,R_001,2,13,0,Sunny,713,39
2025-01-08 13:00:00,R_002,2,13,0,Sunny,131,13
2025-01-08 13:00:00,R_003,2,13,0,Sunny,198,27
2025-01-08 13:00:00,R_004,2,13,0,Sunny,410,35
2025-01-08 14:00:00,R_001,2,14,0,Sunny,739,38
2025-01-08 14:00:00,R_002,2,14,0,Sunny,155,17
2025-01-08 14:00:00,R_003,2,14,0,Sunny,215,28
2025-01-08 14:00:00,R_004,2,14,0,Sunny,451,36
2025-01-08 15:00:00,R_001,2,15,0,Sunny,788,40
2025-01-08 15:00:00,R_002,2,15,0,Sunny,241,24
2025-01-08 15:00:00,R_003,2,15,0,Sunny,223,27
2025-01-08 15:00:00,R_004,2,15,0,Sunny,447,34
2025-01-08 16:00:00,R_001,2,16,0,Sunny,604,31
2025-01-08 16:00:00,R_002,2,16,0,Sunny,183,17
2025-01-08 16:00:00,R_003,2,16,0,Sunny,228,29
2025-01-08 16:00:00,R_004,2,16,0,Sunny,419,36
2025-01-08 17:00:00,R_001,2,17,0,Sunny,722,38
2025-01-08 17:00:00,R_002,2,17,0,Sunny,110,11
2025-01-08 17:00:00,R_003,2,17,0,Sunny,105,14
2025-01-08 17:00:00,R_004,2,17,0,Sunny,320,28
2025-01-08 18:00:00,R_001,2,18,0,Sunny,656,32
2025-01-08 18:00:00,R_002,2,18,0,Sunny,162,17
2025-01-08 18:00:00,R_003,2,18,0,Sunny,199,23
2025-01-08 18:00:00,R_004,2,18,0,Sunny,365,28
2025-01-08 19:00:00,R_001,2,19,0,Sunny,672,31
2025-01-08 19:00:00,R_002,2,19,0,Sunny,142,13
2025-01-08 19:00:00,R_003,2,19,0,Sunny,140,17
2025-01-08 19:00:00,R_004,2,19,0,Sunny,301,26
2025-01-09 10:00:00,R_001,3,10,0,Cloudy,570,31
2025-01-09 10:00:00,R_002,3,10,0,Cloudy,186,18
2025-01-09 10:00:00,R_003,3,10,0,Cloudy,111,15
2025-01-09 10:00:00,R_004,3,10,0,Cloudy,362,32
2025-01-09 11:00:00,R_001,3,11,0,Cloudy,565,27
2025-01-09 11:00:00,R_002,3,11,0,Cloudy,172,19
2025-01-09 11:00:00,R_003,3,11,0,Cloudy,242,28
2025-01-09 11:00:00,R_004,3,11,0,Cloudy,236,21
2025-01-09 12:00:00,R_001,3,12,0,Cloudy,570,28
2025-01-09 12:00:00,R_002,3,12,0,Cloudy,162,15
2025-01-09 12:00:00,R_003,3,12,0,Cloudy,126,16
2025-01-09 12:00:00,R_004,3,12,0,Cloudy,272,23
2025-01-09 13:00:00,R_001,3,13,0,Cloudy,818,38
2025-01-09 13:00:00,R_002,3,13,0,Cloudy,121,12
2025-01-09 13:00:00,R_003,3,13,0,Cloudy,191,26
2025-01-09 13:00:00,R_004,3,13,0,Cloudy,355,27
2025-01-09 14:00:00,R_001,3,14,0,Cloudy,857,47
2025-01-09 14:00:00,R_002,3,14,0,Cloudy,236,23
2025-01-09 14:00:00,R_003,3,14,0,Cloudy,173,22
2025-01-09 14:00:00,R_004,3,14,0,Cloudy,349,27
2025-01-09 15:00:00,R_001,3,15,0,Cloudy,585,32
2025-01-09 15:00:00,R_002,3,15,0,Cloudy,146,14
2025-01-09 15:00:00,R_003,3,15,0,Cloudy,188,23
2025-01-09 15:00:00,R_004,3,15,0,Cloudy,369,34
2025-01-09 16:00:00,R_001,3,16,0,Cloudy,877,42
2025-01-09 16:00:00,R_002,3,16,0,Cloudy,108,12
2025-01-09 16:00:00,R_003,3,16,0,Cloudy,144,18
2025-01-09 16:00:00,R_004,3,16,0,Cloudy,263,21
2025-01-09 17:00:00,R_001,3,17,0,Cloudy,688,38
2025-01-09 17:00:00,R_002,3,17,0,Cloudy,98,9
2025-01-09 17:00:00,R_003,3,17,0,Cloudy,160,21
2025-01-09 17:00:00,R_004,3,17,0,Cloudy,288,24
2025-01-09 18:00:00,R_001,3,18,0,Cloudy,438,23
2025-01-09 18:00:00,R_002,3,18,0,Cloudy,164,15
2025-01-09 18:00:00,R_003,3,18,0,Cloudy,99,13
2025-01-09 18:00:00,R_004,3,18,0,Cloudy,220,17
2025-01-09 19:00:00,R_001,3,19,0,Cloudy,530,25
2025-01-09 19:00:00,R_002,3,19,0,Cloudy,168,16
2025-01-09 19:00:00,R_003,3,19,0,Cloudy,132,18
2025-01-09 19:00:00,R_004,3,19,0,Cloudy,186,15
2025-01-10 10:00:00,R_001,4,10,0,Sunny,716,33
2025-01-10 10:00:00,R_002,4,10,0,Sunny,173,17
2025-01-10 10:00:00,R_003,4,10,0,Sunny,178,22
2025-01-10 10:00:00,R_004,4,10,0,Sunny,323,27
2025-01-10 11:00:00,R_001,4,11,0,Sunny,690,32
2025-01-10 11:00:00,R_002,4,11,0,Sunny,83,8
2025-01-10 11:00:00,R_003,4,11,0,Sunny,196,25
2025-01-10 11:00:00,R_004,4,11,0,Sunny,400,33
2025-01-10 12:00:00,R_001,4,12,0,Sunny,883,42
2025-01-10 12:00:00,R_002,4,12,0,Sunny,127,12
2025-01-10 12:00:00,R_003,4,12,0,Sunny,244,28
2025-01-10 12:00:00,R_004,4,12,0,Sunny,363,30
2025-01-10 13:00:00,R_001,4,13,0,Sunny,844,41
2025-01-10 13:00:00,R_002,4,13,0,Sunny,165,18
2025-01-10 13:00:00,R_003,4,13,0,Sunny,202,25
2025-01-10 13:00:00,R_004,4,13,0,Sunny,370,34
2025-01-10 14:00:00,R_001,4,14,0,Sunny,920,47
2025-01-10 14:00:00,R_002,4,14,0,Sunny,186,18
2025-01-10 14:00:00,R_003,4,14,0,Sunny,260,30
2025-01-10 14:00:00,R_004,4,14,0,Sunny,522,40
2025-01-10 15:00:00,R_001,4,15,0,Sunny,784,38
2025-01-10 15:00:00,R_002,4,15,0,Sunny,210,20
2025-01-10 15:00:00,R_003,4,15,0,Sunny,227,28
2025-01-10 15:00:00,R_004,4,15,0,Sunny,358,30
2025-01-10 16:00:00,R_001,4,16,0,Sunny,670,33
2025-01-10 16:00:00,R_002,4,16,0,Sunny,183,19
2025-01-10 16:00:00,R_003,4,16,0,Sunny,138,19
2025-01-10 16:00:00,R_004,4,16,0,Sunny,347,29
2025-01-10 17:00:00,R_001,4,17,0,Sunny,677,33
2025-01-10 17:00:00,R_002,4,17,0,Sunny,158,16
2025-01-10 17:00:00,R_003,4,17,0,Sunny,185,24
2025-01-10 17:00:00,R_004,4,17,0,Sunny,408,34
2025-01-10 18:00:00,R_001,4,18,0,Sunny,697,33
2025-01-10 18:00:00,R_002,4,18,0,Sunny,182,17
2025-01-10 18:00:00,R_003,4,18,0,Sunny,205,25
2025-01-10 18:00:00,R_004,4,18,0,Sunny,254,23
2025-01-10 19:00:00,R_001,4,19,0,Sunny,564,27
2025-01-10 19:00:00,R_002,4,19,0,Sunny,72,8
2025-01-10 19:00:00,R_003,4,19,0,Sunny,155,18
2025-01-10 19:00:00,R_004,4,19,0,Sunny,310,24
2025-01-11 10:00:00,R_001,5,10,1,Cloudy,840,39
2025-01-11 10:00:00,R_002,5,10,1,Cloudy,171,19
2025-01-11 10:00:00,R_003,5,10,1,Cloudy,212,28
2025-01-11 10:00:00,R_004,5,10,1,Cloudy,509,40
2025-01-11 11:00:00,R_001,5,11,1,Cloudy,1057,52
2025-01-11 11:00:00,R_002,5,11,1,Cloudy,274,26
2025-01-11 11:00:00,R_003,5,11,1,Cloudy,268,31
2025-01-11 11:00:00,R_004,5,11,1,Cloudy,435,35
2025-01-11 12:00:00,R_001,5,12,1,Cloudy,829,44
2025-01-11 12:00:00,R_002,5,12,1,Cloudy,148,15
2025-01-11 12:00:00,R_003,5,12,1,Cloudy,284,39
2025-01-11 12:00:00,R_004,5,12,1,Cloudy,642,49
2025-01-11 13:00:00,R_001,5,13,1,Cloudy,1100,52
2025-01-11 13:00:00,R_002,5,13,1,Cloudy,216,22
2025-01-11 13:00:00,R_003,5,13,1,Cloudy,249,29
2025-01-11 13:00:00,R_004,5,13,1,Cloudy,560,48
2025-01-11 14:00:00,R_001,5,14,1,Cloudy,949,52
2025-01-11 14:00:00,R_002,5,14,1,Cloudy,240,23
2025-01-11 14:00:00,R_003,5,14,1,Cloudy,300,39
2025-01-11 14:00:00,R_004,5,14,1,Cloudy,584,50
2025-01-11 15:00:00,R_001,5,15,1,Cloudy,1149,61
2025-01-11 15:00:00,R_002,5,15,1,Cloudy,199,19
2025-01-11 15:00:00,R_003,5,15,1,Cloudy,251,31
2025-01-11 15:00:00,R_004,5,15,1,Cloudy,487,37
2025-01-11 16:00:00,R_001,5,16,1,Cloudy,1015,54
2025-01-11 16:00:00,R_002,5,16,1,Cloudy,252,27
2025-01-11 16:00:00,R_003,5,16,1,Cloudy,333,38
2025-01-11 16:00:00,R_004,5,16,1,Cloudy,479,42
2025-01-11 17:00:00,R_001,5,17,1,Cloudy,893,48
2025-01-11 17:00:00,R_002,5,17,1,Cloudy,191,21
